市,区,lat,lng
台州市,三门县,30.678659,111.380922
防城港市,港口区,30.072896,114.846142
沧州市,吴桥县,22.940752,113.76532
潍坊市,潍坊高新技术开发区,33.670704,113.941362
开封市,金明区,24.347934,116.664124
湖州市,长兴县,39.108074,106.613773
南京市,浦口区,27.193654,111.85672
韶关市,武江区,32.40064,118.848166
咸阳市,渭城区,44.100874,126.695085
宜昌市,伍家岗区,29.242714,112.444499
东莞市,南城区,25.215755,110.284608
保定市,新市区,31.244981,112.584826
黄石市,大冶市,26.763865,119.454559
漯河市,郾城区,27.207068,119.887522
梅州市,大埔县,35.354043,117.089582
石嘴山市,惠农区,27.662279,113.470625
邵阳市,邵东县,37.04053,115.69159
吉林市,龙潭区,45.686139,126.368418
益阳市,南县,28.441758,116.317458
桂林市,象山区,34.819065,113.803471
荆门市,钟祥市,25.222206,117.086322
宁德市,蕉城区,38.881183,115.412245
南昌市,进贤县,36.206829,106.254011
济宁市,邹城市,32.092511,112.772607
宁德市,柘荣县,36.919143,116.581331
邢台市,清河县,31.932635,119.20708
株洲市,醴陵市,27.248222,111.545347
哈尔滨市,道里区,32.168647,119.676181
郑州市,郑东新区,28.98746,105.437842
龙岩市,新罗区,37.375971,117.578984
固原市,原州区,23.408849,116.759347
德州市,禹城市,23.538683,110.412601
襄阳市,枣阳市,28.940177,120.108684
镇江市,句容市,44.30912,80.781159
镇江市,镇江新区,42.828681,85.200093
邵阳市,双清区,32.03134,113.962777
泸州市,龙马潭区,35.574016,116.754139
滨州市,惠民县,28.431708,109.439129
重庆市,垫江县,39.854293,119.479321
贵港市,平南县,36.744883,117.479345
汕头市,龙湖区,36.215457,117.183902
金华市,永康市,44.078961,116.136948
伊犁哈萨克自治州,霍城县,32.564364,117.014687
巴音郭楞蒙古自治州,和静县,28.8648,112.044311
济宁市,兖州市,35.065791,117.147616
信阳市,浉河区,27.812713,120.028422
湘西土家族苗族自治州,花垣县,26.852862,112.607907
吉林市,丰满区,43.867914,125.267647
秦皇岛市,北戴河区,39.61302,109.869094
济南市,章丘市,21.645265,110.141711
锡林郭勒盟,锡林浩特市,27.548286,102.568091
泰安市,泰山区,23.606752,116.361709
淮南市,田家庵区,26.08265,119.510802
常德市,汉寿县,24.426735,114.030428
枣庄市,滕州市,43.882172,126.389089
衡阳市,雁峰区,30.633205,114.444495
温州市,文成县,32.800695,116.866193
长春市,汽车产业开发区,25.125684,117.911632
鄂尔多斯市,康巴什新区,31.676059,117.771783
湛江市,廉江市,35.628414,108.953058
揭阳市,揭东县,34.700648,116.911468
凉山彝族自治州,普格县,31.753039,116.302573
福州市,马尾区,32.434166,111.76583
韶关市,翁源县,38.741105,116.163214
吉林市,船营区,43.654515,126.698202
武汉市,青山区,28.81582,104.693255
淮南市,潘集区,31.293694,104.019871
泉州市,安溪县,32.132798,115.16441
合肥市,巢湖市,38.897511,115.532912
延安市,黄陵县,43.807886,87.545631
徐州市,沛县,33.972013,116.330775
六安市,裕安区,34.779474,113.557281
沧州市,任丘市,43.843907,87.668014
襄阳市,老河口市,25.017973,118.388981
德阳市,什邡市,33.224377,111.847405
嘉峪关市,镜铁区,22.923358,113.708146
保定市,北市区,24.513865,111.248833
宜宾市,翠屏区,34.680182,104.88673
郑州市,中原区,23.561267,111.723487
宁波市,奉化市,27.518966,116.681732
信阳市,潢川县,34.290199,108.058738
贺州市,钟山县,34.402946,117.90306
商丘市,永城市,31.929923,120.935005
乌鲁木齐市,沙依巴克区,40.067035,124.355563
乌鲁木齐市,水磨沟区,30.502936,118.997025
东莞市,厚街镇,40.964908,122.093755
泉州市,南安市,31.723054,119.515038
南阳市,内乡县,40.137901,117.957639
抚州市,南城县,37.403754,110.876927
肇庆市,封开县,36.682531,116.891199
天水市,武山县,33.726032,117.159076
咸阳市,杨陵区,27.791376,109.729179
徐州市,邳州市,31.425242,119.382839
南通市,南通经济技术开发区,29.263844,115.023159
盘锦市,大洼县,23.664271,109.193205
丹东市,振兴区,38.878255,115.886731
宣城市,宁国市,31.351966,118.387245
常州市,金坛市,22.690984,111.493242
唐山市,遵化市,26.541413,106.724173
钦州市,钦南区,26.550431,109.590833
吕梁市,柳林县,22.216637,113.247982
怀化市,麻阳苗族自治县,37.316764,111.745996
济南市,槐荫区,25.857384,118.794741
宿州市,埇桥区,30.908079,105.388245
常州市,溧阳市,33.690737,117.543127
九江市,武宁县,28.812629,115.952954
吕梁市,汾阳市,33.711976,119.70499
来宾市,兴宾区,27.871843,112.89448
保定市,安新县,34.286755,115.589784
芜湖市,镜湖区,21.896681,108.816524
云浮市,罗定市,41.60574,120.484073
贵阳市,南明区,34.587964,117.638243
怀化市,靖州苗族侗族自治县,40.036496,113.047002
遂宁市,射洪县,30.091647,104.755417
珠海市,斗门区,36.602117,101.831865
福州市,永泰县,24.977642,111.752496
宿州市,灵璧县,30.705004,122.481686
商丘市,睢阳区,22.867337,113.67007
宜春市,宜丰县,33.708801,118.656941
南昌市,新建县,36.680584,118.470187
盐城市,阜宁县,23.338657,103.516692
湘潭市,雨湖区,30.719641,103.529467
朝阳市,双塔区,45.432438,123.723714
枣庄市,台儿庄区,24.761827,116.825552
大同市,矿区,35.812419,114.199514
东莞市,莞城区,29.152297,105.02222
资阳市,雁江区,35.536723,118.417586
西宁市,城东区,47.833685,133.273328
永州市,江华瑶族自治县,28.454955,114.774366
舟山市,嵊泗县,32.792215,117.611472
揭阳市,惠来县,40.838895,111.596886
宿迁市,泗阳县,37.650825,112.843737
红河哈尼族彝族自治州,蒙自市,39.98878,119.577617
潍坊市,青州市,25.379998,117.451722
成都市,崇州市,36.097697,115.249823
白城市,大安市,37.924122,115.29875
鹤壁市,淇滨区,29.591008,120.761431
龙岩市,永定县,31.191699,118.532462
自贡市,富顺县,28.977186,112.564942
佳木斯市,同江市,31.836199,117.215106
临沂市,沂南县,27.655598,117.355536
滁州市,凤阳县,30.614941,103.388452
呼和浩特市,回民区,31.952427,104.933149
晋中市,榆次区,36.387318,119.702512
秦皇岛市,海港区,32.196647,119.43092
龙岩市,漳平市,38.553281,106.055556
石家庄市,辛集市,30.932878,112.193923
濮阳市,南乐县,28.973666,118.54767
绍兴市,嵊州市,41.141388,121.126434
芜湖市,芜湖县,30.944772,117.889749
合肥市,高新技术开发区,43.65829,122.291294
益阳市,沅江市,34.345208,111.506791
绵阳市,江油市,19.222483,109.0113
南平市,光泽县,29.411548,104.877566
成都市,大邑县,27.743727,111.794581
宁波市,高新科技开发区,43.059667,129.471302
潍坊市,高密市,23.276367,111.987268
银川市,西夏区,27.144039,114.751278
衢州市,常山县,34.348982,117.229402
镇江市,润州区,24.744594,117.812987
荆门市,掇刀区,37.828529,110.186901
铜陵市,狮子山区,35.063677,110.961931
通辽市,科尔沁区,37.029892,118.852534
洛阳市,洛宁县,34.410528,117.498246
昌江黎族自治县,昌江黎族自治县,32.387662,121.059244
自贡市,大安区,47.170673,132.539001
锦州市,古塔区,30.5011,116.182539
延边朝鲜族自治州,延吉市,24.891614,111.313243
肇庆市,德庆县,42.286232,118.998103
娄底市,涟源市,28.996871,111.69745
吉安市,吉安县,39.482482,115.999054
徐州市,铜山区,23.049117,114.955518
漳州市,长泰县,38.401522,117.400217
运城市,盐湖区,30.943631,118.797803
榆林市,米脂县,30.710054,108.413439
佳木斯市,富锦市,23.288954,116.078166
南通市,如东县,24.306184,109.343466
潍坊市,寿光市,32.071256,120.823875
徐州市,贾汪区,27.83591,110.658581
贺州市,富川瑶族自治县,34.879764,114.980293
赤峰市,红山区,26.425201,115.446507
常德市,武陵区,29.015941,109.976124
安庆市,太湖县,37.610401,120.5228
武汉市,东西湖区,23.347254,116.485448
保定市,涿州市,33.6415,115.301297
沧州市,黄骅市,26.868877,119.990551
惠州市,惠东县,32.273616,120.580144
重庆市,万州区,31.238764,107.519204
宣城市,宣州区,30.698153,114.087155
揭阳市,普宁市,30.118708,106.318029
淮安市,经济开发区,25.360057,103.913326
柳州市,柳南区,28.699095,115.983007
南通市,港闸区,31.042409,108.863186
怀化市,溆浦县,30.532487,116.980968
开封市,兰考县,32.473259,117.665965
烟台市,龙口市,32.619993,112.859118
湘西土家族苗族自治州,永顺县,19.347749,110.063364
赣州市,兴国县,27.896053,119.61929
南通市,如皋市,29.414314,120.975702
汕头市,潮阳区,35.254971,117.985838
宁德市,霞浦县,28.75934,118.168917
周口市,郸城县,41.833588,124.029249
重庆市,合川区,41.799698,122.260736
达州市,通川区,31.607981,113.467681
曲靖市,麒麟区,38.82189,112.193896
南昌市,高新区,25.696958,116.371884
屯昌县,屯昌县,22.716938,114.542311
安庆市,大观区,34.88953,119.0414
重庆市,云阳县,21.287668,110.379723
滁州市,定远县,23.677207,112.443316
绍兴市,新昌县,39.981217,123.87687
南阳市,唐河县,25.838711,114.937365
丽水市,景宁畲族自治县,41.271122,123.201216
上饶市,玉山县,40.545156,116.169735
临沂市,费县,22.912795,114.115599
随州市,曾都区,37.162071,118.538569
锦州市,黑山县,30.343116,112.768768
抚顺市,东洲区,40.638139,116.593408
龙岩市,长汀县,36.749103,104.732327
忻州市,宁武县,22.912349,113.948207
惠州市,大亚湾区,28.277902,112.848535
湛江市,赤坎区,27.927747,113.023488
肇庆市,广宁县,43.912165,125.191331
连云港市,赣榆县,23.86503,116.906123
辽阳市,文圣区,31.986241,107.993811
丹东市,东港市,25.89349,112.608108
赣州市,章贡区,31.216677,118.33597
北京市,延庆县,29.818323,106.039243
东莞市,樟木头镇,23.244655,109.689558
东营市,广饶县,24.471743,109.413915
北京市,怀柔区,28.666326,120.191882
白银市,靖远县,29.6664,91.16873
潜江市,潜江市,27.88759,107.00311
潮州市,饶平县,34.726004,114.452186
东莞市,大朗镇,22.035522,110.975605
长春市,绿园区,29.619844,103.804782
长沙市,望城区,38.492172,102.32868
达州市,万源市,34.403175,107.117614
湘潭市,岳塘区,28.762203,113.720846
郴州市,桂阳县,34.870585,117.606082
重庆市,铜梁县,22.663807,108.135591
贵港市,港北区,35.434199,116.307291
芜湖市,弋江区,39.620006,122.274257
乐山市,市中区,39.10932,116.574306
柳州市,柳北区,32.286111,117.174438
丽水市,缙云县,43.825992,125.26488
拉萨市,城关区,32.783574,114.949393
遵义市,汇川区,30.929419,117.810737
开封市,开封县,32.54916,119.717318
茂名市,高州市,28.164426,110.0027
金昌市,金川区,32.30784,114.139086
宝鸡市,金台区,22.9696,115.286322
岳阳市,平江县,30.242568,116.688092
枣庄市,市中区,41.589345,123.426289
南宁市,江南区,40.102543,113.296966
廊坊市,霸州市,18.839886,110.292505
济宁市,嘉祥县,30.665452,105.938703
大连市,普兰店市,34.696117,115.178414
合肥市,长丰县,37.991145,115.091738
驻马店市,新蔡县,40.78291,114.915166
长春市,高新区,34.860573,114.340988
扬州市,江都区,24.376811,98.382105
铜陵市,铜官山区,35.471734,114.673647
湘西土家族苗族自治州,泸溪县,31.217943,115.089715
信阳市,平桥区,36.266142,114.586944
汕尾市,海丰县,36.905533,120.751343
安庆市,望江县,36.861588,121.113614
南充市,嘉陵区,30.66455,112.395983
万宁市,万宁市,28.714689,115.180078
沈阳市,苏家屯区,35.133826,112.888305
大同市,城区,31.956039,121.31247
安阳市,滑县,24.991871,118.809473
商丘市,民权县,32.136407,107.352775
开封市,龙亭区,45.941458,126.452271
张家口市,桥东区,23.700044,116.6779
石家庄市,晋州市,37.481074,121.203461
德宏傣族景颇族自治州,芒市,36.637215,114.511068
黄冈市,麻城市,26.325515,110.325303
邯郸市,临漳县,30.388736,103.376512
烟台市,莱阳市,28.738742,120.640606
荆门市,沙洋县,42.196601,116.498639
宜春市,奉新县,38.295049,106.109048
烟台市,海阳市,26.301591,119.568339
焦作市,沁阳市,22.774919,109.168927
南通市,海门市,21.62717,108.061081
泉州市,惠安县,36.034148,114.418522
巴中市,通江县,21.237962,110.404929
哈尔滨市,松北区,30.541458,117.152542
潮州市,湘桥区,38.894806,114.164211
邯郸市,丛台区,30.015614,115.625834
邵阳市,城步苗族自治县,28.456919,112.461324
烟台市,福山区,30.903335,110.685993
成都市,邛崃市,37.972758,112.48844
台州市,仙居县,25.119439,107.468001
锡林郭勒盟,多伦县,25.002544,104.857837
福州市,连江县,34.307609,108.47576
银川市,永宁县,34.437104,110.779737
南宁市,横县,46.658525,131.178514
防城港市,东兴市,34.817771,114.428527
安阳市,文峰区,40.589124,110.070141
湛江市,湛江经济技术开发区,30.949625,106.115798
保定市,阜平县,40.750993,120.904586
黄山市,屯溪区,38.194681,115.233102
黄冈市,武穴市,38.023186,116.86585
咸阳市,兴平市,40.000893,115.795795
安庆市,迎江区,32.567477,111.193228
益阳市,赫山区,30.328717,115.600771
太原市,尖草坪区,33.225834,119.455651
宜昌市,秭归县,27.873273,111.246845
河池市,南丹县,29.448996,112.162437
黔西南布依族苗族自治州,兴义市,40.001627,113.583866
三门峡市,灵宝市,35.426541,112.361527
开封市,顺河回族区,26.560382,111.621586
包头市,东河区,25.65384,111.988063
双鸭山市,尖山区,30.057372,103.748333
南充市,顺庆区,37.15412,122.010782
黄冈市,蕲春县,34.459443,113.736115
葫芦岛市,龙港区,30.622039,113.681678
石家庄市,深泽县,35.621785,111.371509
十堰市,丹江口市,18.575985,109.948661
沧州市,南皮县,35.801606,116.124806
北京市,门头沟区,40.70301,122.265592
娄底市,新化县,36.331642,116.283198
扬州市,宝应县,25.679158,112.884476
晋城市,阳城县,38.422207,115.885816
常德市,安乡县,35.43425,117.682448
大同市,大同县,36.854244,118.300697
永州市,冷水滩区,39.420696,109.704186
永州市,宁远县,26.506326,119.465234
郑州市,新郑市,23.881077,113.566689
眉山市,东坡区,24.275816,109.456327
威海市,文登市,44.408404,129.860447
孝感市,汉川市,30.03407,117.006827
临汾市,侯马市,26.496945,106.70098
陵水黎族自治县,陵水黎族自治县,40.890871,107.033454
聊城市,东阿县,34.284443,118.344121
济宁市,梁山县,27.250338,111.422279
郴州市,北湖区,36.585463,118.020181
营口市,站前区,26.423993,112.921552
沧州市,肃宁县,29.397693,110.9362
福州市,罗源县,32.189469,119.845138
临沂市,平邑县,31.633565,121.535398
淄博市,临淄区,29.379271,107.716106
鄂尔多斯市,伊金霍洛旗,25.604742,119.079039
清远市,佛冈县,22.925291,111.02872
柳州市,鱼峰区,34.0106,112.049511
池州市,东至县,22.967877,115.78803
牡丹江市,东安区,34.062967,112.435544
巴彦淖尔市,杭锦后旗,30.61434,117.05613
徐州市,新沂市,35.585835,103.200576
贵阳市,小河区,26.580786,113.365699
邵阳市,北塔区,33.065316,108.250518
衡阳市,耒阳市,35.8336,116.932939
淄博市,淄川区,36.141696,114.391436
张家界市,慈利县,29.282614,104.707854
上海市,崇明县,35.914369,118.609358
镇江市,扬中市,23.563455,111.421626
漳州市,华安县,29.90214,118.278591
重庆市,武隆县,34.48254,106.923581
莆田市,涵江区,47.746935,130.761333
梧州市,岑溪市,39.084494,117.236165
汕尾市,陆丰市,34.344448,105.581171
洛阳市,嵩县,26.607041,106.629423
洛阳市,汝阳县,40.666949,122.210126
安庆市,宜秀区,19.884344,110.2632
郴州市,安仁县,35.744383,119.249433
临夏回族自治州,临夏市,25.448472,114.36649
安康市,石泉县,29.398978,104.372408
泰安市,宁阳县,26.731157,104.762547
安阳市,北关区,21.845482,110.539591
自贡市,自流井区,35.555043,115.552871
临沂市,沂水县,21.963855,112.066283
梧州市,万秀区,27.903664,121.125826
宝鸡市,陈仓区,31.766262,115.375246
黄山市,徽州区,26.197377,106.060017
贵阳市,金阳新区,34.303915,109.108755
鹤岗市,萝北县,36.536153,114.46929
海口市,秀英区,29.314591,104.602735
营口市,西市区,22.722316,114.175603
天水市,秦州区,34.514075,113.439854
三亚市,河西区,30.451767,111.728567
日照市,五莲县,34.630802,112.734822
六盘水市,钟山区,28.40568,117.944367
赣州市,大余县,28.906871,104.38271
自贡市,荣县,38.275938,107.59701
茂名市,化州市,29.668061,116.292561
菏泽市,鄄城县,27.094313,119.313326
阳江市,阳东县,35.89581,117.613016
温州市,洞头县,34.311027,107.108244
信阳市,商城县,23.282443,116.711363
西安市,灞桥区,30.89395,119.364713
安顺市,西秀区,26.305565,116.372322
自贡市,贡井区,29.367869,105.252958
邯郸市,邯山区,30.218698,114.903009
东莞市,凤岗镇,25.693967,100.219209
合肥市,经济技术开发区,34.608867,108.780753
宜昌市,枝江市,27.578023,114.070007
郑州市,新密市,44.175083,87.073618
洛阳市,偃师市,36.146774,115.873503
上饶市,上饶县,36.575992,109.648602
宜宾市,宜宾县,42.471223,124.283776
鄂尔多斯市,鄂托克前旗,33.520933,114.559577
宁德市,周宁县,35.2794,116.041131
泰安市,新泰市,35.057332,113.399935
九江市,湖口县,28.58197,118.607086
宝鸡市,渭滨区,33.595284,119.136831
宣城市,广德县,25.936772,115.508893
汕头市,濠江区,36.016561,113.861084
赣州市,石城县,22.872432,114.006215
黄石市,铁山区,39.708956,121.790699
内江市,隆昌县,33.894051,115.383983
大理白族自治州,大理市,34.175195,119.446397
咸阳市,泾阳县,24.246115,102.21925
萍乡市,芦溪县,31.118872,105.042581
昌吉回族自治州,昌吉市,22.841602,114.18745
延安市,宝塔区,33.862829,118.27464
聊城市,阳谷县,29.243056,116.787693
铁岭市,开原市,30.62637,119.583158
周口市,商水县,23.11522,113.847491
焦作市,武陟县,24.127817,104.110334
菏泽市,巨野县,31.737965,117.294911
衢州市,江山市,38.881183,115.412245
淮安市,清河区,23.352582,114.288475
赣州市,于都县,35.103626,115.62942
东莞市,黄江镇,31.682325,113.812619
安阳市,林州市,34.865344,117.998342
周口市,鹿邑县,44.461506,125.094327
大连市,瓦房店市,36.135642,118.203972
连云港市,灌南县,24.880252,101.328638
玉溪市,峨山彝族自治县,31.602117,106.078093
绵阳市,三台县,41.86979,123.911369
东莞市,清溪镇,38.06339,114.510784
宿迁市,宿城区,23.725927,116.633845
上饶市,鄱阳县,25.306238,110.071405
东莞市,石龙镇,29.666586,116.009736
湖州市,安吉县,40.840354,122.791201
文山壮族苗族自治州,丘北县,34.888646,111.251109
合肥市,滨湖新区,45.30761,130.959937
日照市,新市区,30.540769,106.420833
西安市,杨凌区,32.24247,108.887181
惠州市,博罗县,34.316553,108.190993
临沂市,苍山县,24.537177,117.704037
随州市,广水市,36.148101,117.190487
菏泽市,定陶县,25.275887,112.933447
淄博市,沂源县,21.960731,100.337382
长春市,农安县,35.74744,118.036742
抚顺市,新抚区,32.68465,112.056861
楚雄彝族自治州,楚雄市,39.616118,115.444628
南充市,阆中市,31.646279,114.859089
石家庄市,桥东区,34.79684,110.01195
潮州市,潮安县,46.340416,127.324287
桂林市,临桂县,34.048516,113.835262
鞍山市,海城市,30.373905,106.231366
运城市,平陆县,32.968357,114.00829
九江市,庐山区,19.216056,109.358586
泰安市,岱岳区,30.825538,111.842712
安康市,岚皋县,38.227073,114.570201
鸡西市,鸡冠区,33.299954,113.016822
广安市,岳池县,24.675485,118.280803
咸阳市,武功县,44.926914,123.969123
漳州市,龙文区,33.27447,114.89338
保定市,涞水县,31.825784,117.238837
西双版纳傣族自治州,勐海县,37.890804,113.540771
临沂市,蒙阴县,29.628089,105.202169
郴州市,宜章县,44.869127,124.48165
南阳市,邓州市,31.375482,118.493974
信阳市,新县,36.425427,117.965553
驻马店市,驿城区,22.973002,112.171604
广安市,武胜县,30.277746,118.077546
渭南市,大荔县,29.813836,104.807466
哈尔滨市,巴彦县,41.425684,116.623795
许昌市,许昌县,34.964343,118.297279
杭州市,桐庐县,27.372429,115.843324
宜昌市,当阳市,29.836582,119.560462
石家庄市,正定县,36.45583,115.907706
白沙黎族自治县,白沙黎族自治县,29.848933,113.001956
南阳市,方城县,28.179738,121.284426
厦门市,翔安区,40.0329,119.713616
合肥市,政务文化新区,39.734834,106.861482
周口市,项城市,23.082587,112.461712
松原市,乾安县,25.605572,99.898375
阳泉市,矿区,30.308979,109.517433
内江市,东兴区,25.133414,118.643453
芜湖市,鸠江区,41.677262,125.960124
松原市,前郭尔罗斯蒙古族自治县,33.534755,113.923601
淄博市,博山区,49.279245,120.042882
云浮市,云城区,31.228414,117.335876
黄山市,黄山区,22.982801,113.662671
承德市,丰宁满族自治县,34.232797,119.797602
内江市,资中县,22.315716,109.147748
临沂市,罗庄区,34.95026,113.055296
抚州市,乐安县,43.41778,111.966178
秦皇岛市,山海关区,31.176854,111.585113
荆州市,监利县,44.685921,129.544566
台州市,玉环县,29.960491,107.146615
聊城市,东昌府区,29.155526,119.809227
乌海市,海勃湾区,23.941866,106.505596
肇庆市,高要市,29.742222,112.51436
恩施土家族苗族自治州,恩施市,42.54265,125.723516
泉州市,洛江区,34.925884,112.769699
大理白族自治州,漾濞彝族自治县,50.218245,126.764262
通化市,东昌区,27.114896,116.500362
合肥市,庐江县,41.193225,122.032038
漯河市,源汇区,38.377578,114.762271
盐城市,响水县,37.767882,106.219012
东莞市,道滘镇,34.454057,116.420282
呼伦贝尔市,海拉尔区,37.66116,120.862694
钦州市,灵山县,32.310209,118.270828
宜昌市,远安县,27.055897,119.656277
焦作市,温县,29.486257,111.625422
锡林郭勒盟,二连浩特市,29.225529,109.515961
牡丹江市,爱民区,36.69035,104.945609
重庆市,长寿区,40.973242,118.125718
金华市,金东区,39.723045,118.462232
百色市,右江区,22.554847,113.135371
荆州市,石首市,34.827953,115.553601
通化市,梅河口市,34.649855,118.324431
黑河市,爱辉区,28.464142,111.990464
焦作市,孟州市,27.393067,116.251242
抚州市,南丰县,32.989723,111.445396
石家庄市,新乐市,25.555137,113.677677
宿州市,砀山县,41.456154,123.711866
烟台市,蓬莱市,35.713963,102.463877
盘锦市,双台子区,33.693205,116.736899
吴忠市,利通区,27.645395,113.878869
滁州市,南谯区,31.277101,108.38926
常德市,临澧县,40.646915,122.571551
湘西土家族苗族自治州,龙山县,33.380939,109.077371
宁德市,福安市,41.127872,122.985786
白银市,平川区,27.109626,112.351579
合肥市,新站综合开发试验区,38.687107,106.266518
承德市,承德县,26.759845,112.648514
吉安市,吉水县,39.010621,100.522079
江门市,江海区,26.446506,117.818846
唐山市,古冶区,31.757569,118.299864
菏泽市,曹县,23.5602,111.189914
临沂市,郯城县,34.111652,115.309042
抚州市,宜黄县,36.834234,119.449917
益阳市,桃江县,33.023815,117.388184
郴州市,汝城县,45.956172,123.452272
南阳市,淅川县,33.486925,111.43899
海东地区,循化撒拉族自治县,45.469765,132.176562
本溪市,溪湖区,32.161268,112.161578
淮北市,濉溪县,25.700615,106.188362
重庆市,开县,40.012967,119.3951
萍乡市,安源区,43.074719,130.702367
营口市,大石桥市,32.553441,112.415991
鞍山市,铁西区,35.61298,115.894632
商洛市,镇安县,25.433375,118.954443
衡阳市,衡阳县,40.252584,122.176897
衡阳市,衡南县,34.716097,117.603556
张掖市,甘州区,31.756898,120.056359
银川市,贺兰县,46.790808,122.388146
马鞍山市,和县,39.547806,105.038247
三明市,沙县,29.088539,110.501007
商丘市,柘城县,44.070554,87.691186
潍坊市,昌邑市,36.135573,114.29713
梧州市,长洲区,24.517287,103.783253
蚌埠市,淮上区,39.805586,109.764419
南阳市,西峡县,29.141311,115.742475
白城市,镇赉县,44.020356,81.289048
西安市,蓝田县,43.684787,118.94609
鸡西市,密山市,24.904568,108.827191
安顺市,紫云苗族布依族自治县,36.42857,116.803552
襄阳市,襄州区,34.100787,109.42339
秦皇岛市,抚宁县,27.777772,113.068009
延边朝鲜族自治州,珲春市,38.973844,89.762772
南阳市,新野县,24.22568,113.323169
菏泽市,郓城县,23.1479,109.401336
莆田市,城厢区,23.96782,105.00649
营口市,鲅鱼圈区,26.806848,111.961606
枣庄市,峄城区,45.6472,124.769044
常州市,戚墅堰区,37.552339,111.313142
兴安盟,扎赉特旗,25.467214,104.367452
阿拉善盟,阿拉善左旗,32.446574,115.324561
安阳市,殷都区,27.365341,108.707447
乌鲁木齐市,米东区,40.173197,124.350321
张家界市,永定区,22.90748,113.608215
鄂尔多斯市,东胜区,35.529746,106.354023
红河哈尼族彝族自治州,泸西县,18.998161,108.85101
九江市,永修县,28.221298,116.619623
丹东市,元宝区,36.748995,114.058334
伊犁哈萨克自治州,伊宁市,34.695773,116.615733
赤峰市,巴林右旗,29.044202,120.567447
济南市,长清区,29.928507,103.038405
河池市,罗城仫佬族自治县,23.729056,103.400155
巴音郭楞蒙古自治州,若羌县,29.890596,107.837517
株洲市,天元区,34.894672,110.488949
清远市,英德市,29.141686,107.177888
贵港市,覃塘区,34.34738,107.241311
文山壮族苗族自治州,广南县,22.171133,108.528676
衡阳市,祁东县,28.13132,119.54173
大庆市,肇源县,34.003834,108.592481
信阳市,淮滨县,25.139021,116.135917
吕梁市,离石区,35.677201,107.673674
黔东南苗族侗族自治州,岑巩县,31.12833,118.200118
曲靖市,富源县,34.303302,117.253457
固原市,泾源县,23.258066,108.260139
东莞市,沙田镇,36.863637,120.442831
邯郸市,武安市,37.628132,114.289553
徐州市,丰县,24.117558,102.711416
东方市,东方市,22.005062,107.294659
抚州市,东乡县,46.009306,125.849731
金华市,磐安县,44.424104,88.305949
重庆市,丰都县,37.025476,111.995188
雅安市,雨城区,29.95713,112.153618
重庆市,南川区,28.946084,115.237709
运城市,永济市,33.07351,115.734026
红河哈尼族彝族自治州,开远市,36.908366,119.179135
宝鸡市,高新区,37.118133,111.637646
钦州市,钦北区,29.985869,104.225519
丽水市,云和县,26.719737,106.686743
西安市,户县,23.431444,112.687558
龙岩市,武平县,33.946571,117.890364
庆阳市,西峰区,28.801958,113.125027
徐州市,金山桥开发区,26.8593,100.328596
江门市,恩平市,27.172268,113.487831
芜湖市,繁昌县,32.867689,115.727727
南宁市,武鸣县,29.776107,103.559263
石家庄市,赞皇县,35.655875,118.893585
青岛市,莱西市,29.401728,115.634084
玉溪市,通海县,19.21483,110.414359
崇左市,宁明县,29.828087,115.140493
绥化市,肇东市,23.043633,111.619938
昌吉回族自治州,阜康市,30.28714,113.962732
荆州市,公安县,37.152422,114.167744
晋中市,介休市,21.441681,110.708187
云浮市,新兴县,44.308259,86.041865
宜春市,靖安县,46.35835,126.213543
阜阳市,颍泉区,24.398817,117.80759
潍坊市,寒亭区,35.186007,113.075078
吕梁市,孝义市,22.626992,112.217541
眉山市,仁寿县,22.240985,112.286461
贵阳市,白云区,35.631891,110.708539
肇庆市,四会市,34.55352,109.564746
徐州市,睢宁县,36.598105,113.742914
东莞市,谢岗镇,33.782924,115.812814
岳阳市,汨罗市,23.510903,110.778838
丽江市,古城区,28.776739,103.481388
株洲市,攸县,40.888537,120.688361
阜阳市,颍州区,29.567502,106.198727
乐山市,夹江县,30.342003,107.921738
通化市,通化县,25.890527,112.234807
日照市,莒县,33.157376,116.166272
九江市,德安县,22.52889,110.467055
琼海市,琼海市,32.5444,116.908772
黄石市,阳新县,25.773515,113.051002
云浮市,郁南县,27.53371,113.739818
武汉市,汉南区,32.03123,114.443563
邢台市,邢台县,23.053294,113.745029
湛江市,吴川市,41.729156,125.857332
绥化市,兰西县,28.52541,119.089342
石河子市,石河子市,40.225552,97.461209
渭南市,临渭区,30.29492,111.375534
廊坊市,开发区,24.13461,117.691456
漳州市,龙海市,37.825119,113.141611
焦作市,博爱县,38.829036,110.33127
运城市,河津市,37.311748,120.901556
邯郸市,涉县,36.686368,101.712664
丽水市,遂昌县,28.111516,115.823404
亳州市,谯城区,42.44293,123.584348
梧州市,藤县,44.058017,129.215317
乐山市,马边彝族自治县,24.695654,115.932656
重庆市,璧山县,34.410705,107.688985
葫芦岛市,连山区,41.842223,119.632527
重庆市,忠县,24.33468,115.362292
永州市,新田县,26.418484,117.218599
亳州市,利辛县,30.514086,117.508478
酒泉市,玉门市,25.832944,114.712561
玉林市,北流市,35.513593,112.842697
淮南市,谢家集区,25.937184,113.468522
信阳市,罗山县,37.857865,113.612838
郴州市,苏仙区,43.601481,126.22756
